1,645.000011,0.000200,3890.000000,2,4
2,420.000002,0.003700,3916.000000,0,1
3,667.499989,0.003900,3608.000000,0,1
4,75.000001,0.005600,3766.000000,2,4
5,172.500003,0.007700,3659.000000,0,1
6,277.500004,0.009700,3539.000000,2,3
7,375.000000,0.001800,3596.000000,2,4
8,540.000021,0.009500,3768.000000,2,3
9,645.000011,0.001600,3935.000000,1,4
10,247.500010,0.000600,3333.000000,1,4
11,397.499979,0.008700,3731.000000,2,3
12,495.000020,0.000800,3979.000000,1,4
13,562.500000,0.006400,3934.000000,1,2
14,659.999996,0.008500,3876.000000,2,3
15,690.000013,0.004900,3963.000000,2,3
16,52.500000,0.000600,3536.000000,1,4
17,119.999997,0.006200,3634.000000,0,3
18,247.500010,0.004700,3009.000000,2,3
19,292.500012,0.000700,3844.000000,2,4
20,442.500025,0.002000,3560.000000,0,3
21,637.500018,0.006200,3763.000000,1,2
22,44.999999,0.007900,2882.000000,0,4
23,142.499998,0.009900,3438.000000,1,2
24,270.000011,0.001600,3719.000000,0,4
25,465.000004,0.005800,3218.000000,2,3
26,540.000021,0.001400,3354.000000,0,4
27,682.500020,0.009500,3839.000000,1,2
28,44.999999,0.005200,3009.000000,0,4
29,142.499998,0.007200,3720.000000,0,1
30,262.500018,0.008900,3586.000000,1,2
31,315.000013,0.005000,3161.000000,1,2
32,412.500009,0.007000,3799.000000,0,1
33,457.500011,0.003100,3334.000000,2,3
34,659.999996,0.007200,3845.000000,1,2
35,727.500021,0.002800,3891.000000,0,1
36,112.500004,0.004900,3997.000000,2,4
37,187.500000,0.000600,3515.000000,1,4
38,285.000019,0.002600,3817.000000,2,4
39,382.499993,0.004700,3763.000000,2,3
40,479.999989,0.006800,3055.000000,1,2
41,555.000007,0.002400,3796.000000,0,1
42,652.500004,0.004500,3730.000000,1,2
43,727.500021,0.000100,3543.000000,1,4
44,134.999994,0.008600,3872.000000,0,4
45,232.500002,0.003900,2862.000000,1,2
46,457.500011,0.007700,3847.000000,2,3
47,532.500029,0.000100,3835.000000,1,4
48,704.999998,0.007800,3557.000000,2,3
49,59.999999,0.003500,3986.000000,1,4
50,232.500002,0.008000,3338.000000,0,1
